6048,QLN- MAS SPL,QLN,MAS
6049,MS-QLN SPL F,MS,QLN
6050,QLN-MS  SPL,QLN,MS
6053,KCVL-MAJN S/,KCVL,MAJN
6054,MAJN-KCVL S/,MAJN,KCVL
6057,SRC-MAS  SPL,SRC,MAS
6058,MAS-SRC  EXP,MAS,SRC
6065,CGL-MDU SPL,CGL,MDU
6066,MDU-CGL SPL,MDU,CGL
6067,CGL-CBE TRI-,CGL,CBE
6068,CBE-CGL TRI-,CBE,CGL
6081,CBE-POY PASS,CBE,POY
6082,POY-CBE PASS,POY,CBE
6412,DSJ-PAY EZHI,DSJ,PAY
6512,MKM-BAND ONE,MKM,BAND
6513,BWT-MKM-MEMU,BWT,MKM
6541,YPR-PVR WEEK,YPR,PVR
6542,PVR-YPR WEEK,PVR,YPR
6547,YPR-ERS WEEK,YPR,ERS
6548,ERS-YPR WEEK,ERS,YPR
6579,YPR-VSKP WKY,YPR,VSKP
6580,VSKP-YPR WKY,VSKP,YPR
6581,YPR-BGM TATK,YPR,BGM
6582,BGM-YPR TATK,BGM,YPR
6591,YPR-HSRA PAS,YPR,HSRA
6592,HSRA-YPR PAS,HSRA,YPR
6593,WFD-BYPL DEM,WFD,BYPL
6594,BYPL-WFD DEM,BYPL,WFD
6595,YPR-CBP PASS,YPR,DHL
6596,CBP-YPR PASS,DHL,YPR
6647,KRBA-BSP PAS,KRBA,BSP
6648,BSP-KRRBA PA,BSP,KRBA
6769,PGTN-PLNI PA,PGTN,PLNI
6770,PLNI-PGTN PA,PLNI,PGTN
6851,KIK-NCR DEMU,KIK,NCR
6852,NCR-KIK DEMU,NCR,KIK
6853,KIK-NCR PASS,KIK,NCR
6854,NCR-KIK PASS,NCR,KIK
6919,UBL-BJP SPL,UBL,BJP
6920,BJP-UBL SPL,BJP,UBL
7005,HYB-RXL,HYB,RXL
7006,RXL-HYB,RXL,HYB
7007,SC-DBG,SC,DBG
7008,DBG-SC,DBG,SC
7016,KCG-VSKP,KCG,VSKP
7044,VSKP HSP,TPTY,VSKP
7061,COA-VLNK,COA,BZA
7062,VLNK-BZA,BZA,COA
7075,HYB-COA,SC,CCT
7076,COA-HYB,CCT,SC
7109,HYB-QLN,HYB,QLN
7110,QLN-HYB,QLN,HYB
7113,KRMR-QLN,KRMR,QLN
7133,HYB-GNT-QLN,HYB,QLN
7134,QLN-GNT-HYB,QLN,HYB
7141,HYB-QLN,HYB,QLN
7142,QLN-HYB,QLN,HYB
7146,TPTY-KCG,TPTY,KCG
7149,SC-GHY HSP,SC,GHY
7211,CCT-QLN,CCT,QLN
7212,QLN-COA,QLN,CCT
7213,BZA-QLN,BZA,QLN
7214,QLN-BZA,QLN,BZA
7217,NS-QLN,NS,QLN
7218,QLN-NS,QLN,NS
7410,TPTY-AK,TPTY,AWB
7417,TPTY-NSL HSP,TPTY,NSL
7418,NSL-TPTY HSP,NSL,TPTY
7425,KCG--COA HSP,KCG,COA
7426,COA-KCG HSP,COA,KCG
7429,SC-TPTY,SC,TPTY
7430,TPTY-SC,TPTY,SC
7431,CCT-TPTY,CCT,TPTY
7432,TPTY-CCT,TPTY,CCT
7435,COA-HYB,CCT,SC
7436,SC-COA,SC,CCT
7438,KCG-TATA HSP,KCG,TATA
7439,TATA-KCG HSP,TATA,KCG
7487,TPTY-VSKP,TPTY,VSKP
7505,AWB-QLN,AWB,QLN
7509,ADB-QLN,ADB,QLN
7517,BIDAR-PVR,BIDR,PVR
7525,NJP - NBQ DE,SGUJ,NBQ
7526,NBQ - NJP DE,NBQ,SGUJ
7603,KCG-KJM HSP,KCG,KJM
7604,KJM-KCG HSP,KJM,KCG
7607,NED-TPTY HOL,NED,TPTY
7608,TPTY-NED,TPTY,NED
7613,sabarimalai,NZB,QLN
7614,sabarimalai,QLN,NZB
7644,tpty spl,CCT,TPTY
7645,RU-CCT,RU,CCT
7757,SC-BZA  SPL,SC,BZA
7758,BZA-SC  SPL,BZA,SC
7941,CCT-TPTY HSP,CCT,RU
7942,TPTY-COASPL,TPTY,CCT
8001,KGP-JGM BI-W,KGP,JGM
8002,JGM-KGP BI-W,JGM,KGP
8014,MDN-KGP MEMU,MDN,KGP
8017,KGP-JGM MEMU,KGP,JGM
8018,JGM-KGP MEMU,JGM,KGP
8035,BLS - KGP DE,KGP,BLS
8036,BLS - KGP ME,BLS,KGP
8051,KGP JGM MEMU,KGP,JGM
8052,JGM KGP MEMU,JGM,KGP
8061,SHM JP SPL W,SHM,JP
8062,JP SHM SPL W,JP,SHM
8063,KGP-BQA DEMU,KGP,BQA
8064,BQA-KGP DEMU,BQA,KGP
8065,KGP-BQA MEMU,KGP,BQA
8082,BQA-VSU MEMU,BQA,VSU
8087,VSU-BQA MEMU,VSU,BQA
8101,CBSA CKP DEM,CBSA,CKP
8102,CKP-CBSA DEM,CKP,CBSA
8301,SBP-BAND WEE,SBP,BAND
8302,BAND-SBP WEE,BAND,SBP
8403,PURI-SRC WEE,PURI,SRC
8404,SRC-PURI WEE,SRC,PURI
8501,VSKP SC WEEK,VSKP,SC
8502,SC VSKP SPEC,SC,VSKP
8511,KRDL-VSKP SP,KRDL,VSKP
8512,VSKP-KRDL SP,VSKP,KRDL
8567,VSKP-QLN BI-,VSKP,QLN
8568,QLN-VSKP BI-,QLN,VSKP
8573,VSKP-TPTY WE,VSKP,TPTY
8574,TPTY-VSKP SP,TPTY,VSKP
8581,BPQ CAF PASS,BPQ,CAF
8582,CAF BPQ SPL,CAF,BPQ
8617,RNC ANVT SPL,RNC,ANVT
8618,ANVT RNC SPL,ANVT,RNC
8627,HWH RNC SPL,HWH,RNC
8628,RNC HWH  SPL,RNC,HWH
8872,DURG-G PASS,DURG,G
9003,BDTS NZM  SF,BDTS,NZM
9004,NZM  BDTS SF,NZM,BDTS
9005,BCT NDLS BI,BCT,NDLS
9006,NDLS BCT BI,NDLS,BCT
9011,BDTS BKN WEE,BDTS,BKN
9012,BKN BDTS WEE,BKN,BDTS
9433,BDTS GIMB WE,BDTS,GIMB
9434,GIMB BDTS WE,GIMB,BDTS
9621,AII BDTS SF,AII,BDTS
9622,BDTS AII SF,BDTS,AII
9721,JP UDZ SF SP,JP,UDZ
9722,UDZ JP SF SP,UDZ,JP
9761,SGNR-SOG SPL,SGNR,SOG
9809,KOTA-NZM DAI,KOTA,NZM
9810,NZM-KOTA DAI,NZM,KOTA
10103,MANDOVI EXPR,CSMT,MAO
10104,MANDOVI EXPR,MAO,CSMT
10111,KONKAN KANYA,CSMT,MAO
10112,KONKAN KANYA,MAO,CSMT
10215,MAO-ERS,MAO,ERS
10216,ERS-MAO SPL,ERS,MAO
11001,SNSI-PVR EXP,SNSI,PVR
11002,PVR-SNSI EXP,PVR,SNSI
11003,DR-SWV TUTAR,DR,SWV
11004,SWV-DR TUTAR,SWV,DR
11005,DR-PDY EXPRE,DR,PDY
11006,CHALUKYA EXP,PDY,DR
11007,DECCAN EXPRE,CSMT,PUNE
11008,DECCAN EXPRE,PUNE,CSMT
11009,SINHAGAD EXP,CSMT,PUNE
11010,SINHAGAD EXP,PUNE,CSMT
11011,LTT-NED EXPR,LTT,NED
11012,NED-LTT  EXP,NED,LTT
11013,COIMBATORE E,LTT,CBE
11014,LOKMANYA TT,CBE,LTT
11015,KUSHINAGAR E,LTT,GKP
11016,KUSHINAGAR E,GKP,LTT
11017,LTT-KIK WEEK,LTT,KIK
11018,KARAIKAL LTT,KIK,LTT
11019,KONARK EXPRE,CSMT,BBS
11020,KONARK EXPRE,BBS,CSMT
11021,DR-TEN EXPRE,DR,TEN
11022,TEN - DR EXP,TEN,DR
11023,SAHYADRI EXP,CSMT,KOP
11024,SAHYADRI EXP,KOP,CSMT
11025,BSL-PUNE EXP,BSL,PUNE
11026,PUNE-BSL EXP,PUNE,BSL
11027,CSMT-MAS MAI,CSMT,MAS
11028,MAS-CSMT MUM,MAS,CSMT
11029,KOYNA EXPRES,CSMT,KOP
11030,KOYNA EXPRES,KOP,CSMT
11031,SUR-BJP EPXR,SUR,BJP
11032,BJP-SUR EXPR,BJP,SUR
11033,PUNE-DBG EXP,PUNE,DBG
11034,DBG-PUNE EXP,DBG,PUNE
11035,SHARAVATHI E,DR,MYS
11036,SHARAVATI EX,MYS,DR
11037,PUNE-GKP EXP,PUNE,GKP
11038,GKP-PUNE EXP,GKP,PUNE
11039,MAHARASHTRA,KOP,G
11040,MAHARASHTRA,G,KOP
11041,CSMT -MAS EX,CSMT,MAS
11042,MAS-CSMT MUM,MAS,CSMT
11043,LTT-MADURAI,LTT,MDU
11044,LOKAMANYA TT,MDU,LTT
11045,DIKSHABHOOMI,KOP,DHN
11046,DIKSHABHUMI,DHN,KOP
11047,MRJ UBL EXP,MRJ,UBL
11048,UBL MRJ EXPR,UBL,MRJ
11049,ADI-KOP EXPR,ADI,KOP
11050,KOP-ADI EXPR,KOP,ADI
11051,SUR - KOP EX,SUR,KOP
11052,KOP - SUR EX,KOP,SUR
11053,LTT-AMH EXPR,LTT,AMH
11054,AMH-LTT EXPR,AMH,LTT
11055,GODAN EXPRES,LTT,GKP
11056,GODAN EXPRES,GKP,LTT
11057,AMRITSAR EXP,CSMT,ASR
11058,ASR CSMT EXP,ASR,CSMT
11059,CHHAPRA EXPR,LTT,CPR
11060,CPR LTT EXPR,CPR,LTT
11061,LTT-DBG  EXP,LTT,DBG
11062,DBG  LTT EXP,DBG,LTT
11063,MS SA SUPER,MS,SA
11064,SA MS SUPERF,SA,MS
11067,SAKET EXPRES,LTT,FD
11068,SAKET EXPRES,FD,LTT
11071,KAMAYANI EXP,LTT,BSB
11072,KAMAYANI EXP,BSB,LTT
11073,LTT-MAS EXPR,LTT,MAS
11074,CHENNAI - LT,MAS,LTT
11075,LTT-BIDR EXP,LTT,BIDR
11076,BIDR-LTT EXP,BIDR,LTT
11077,JHELUM EXPRE,PUNE,JAT
11078,JHELUM EXPRE,JAT,PUNE
11079,LTT-GKP EXPR,LTT,GKP
11080,GKP-LTT EXPR,GKP,LTT
11081,LTT-GKP VIA,LTT,GKP
11082,GKP-LTT VIA,GKP,LTT
11083,LTT-KZJ TADO,LTT,KZJ
11084,KZJ-LTT TADO,KZJ,LTT
11085,LTT-MAO DOUB,LTT,MAO
11086,MAO-LTT DOUB,MAO,LTT
11087,VRL-PUNE EXP,VRL,PUNE
11088,PUNE-VRL EXP,PUNE,VRL
11089,BGKTPUNE EXP,BGKT,PUNE
11090,PUNE BGKT EX,PUNE,BGKT
11091,BHUJ PUNE EX,BHUJ,PUNE
11092,PUNE BHUJ EX,PUNE,BHUJ
11093,MAHANAGARI E,CSMT,BSB
11094,MAHANAGARI E,BSB,CSMT
11095,AHIMSA EXPRE,ADI,PUNE
11096,AHIMSA EXPRE,PUNE,ADI
11097,POORNA EXPRE,PUNE,ERS
11098,POORNA EXPRE,ERS,PUNE
11101,PUNE-GWALIOR,PUNE,GWL
11102,GWL-PUNE EXP,GWL,PUNE
11103,JHS-BDTS EXP,JHS,BDTS
11104,BDTS-JHS EXP,BDTS,JHS
11107,BUNDELKHAND,GWL,BSB
11108,BUNDELKHAND,BSB,GWL
11109,JHS-LKO INTE,JHS,LJN
11110,LKO -JHS INT,LJN,JHS
11111,GWL-BLP SUSH,GWL,BLP
11112,BLP-GWL SUSH,BLP,GWL
11123,BARAUNI-GWL,BJU,GWL
11124,GWALIAR-BJU,GWL,BJU
11125,IND-GWL EXP,INDB,GWL
11126,GWL-IND EXP,GWL,INDB
11201,LTT-AJNI EXP,LTT,AJNI
11202,AJNI-LTT EXP,AJNI,LTT
11203,NAGPUR JAIPU,NGP,JP
11204,JAIPUR NAGPU,JP,NGP
11205,LTT-NZB EXPR,LTT,NZB
11206,NZB-LTT WEEK,NZB,LTT
11265,JBP-ABKP EXP,JBP,ABKP
11266,ABKP-JBP EXP,ABKP,JBP
11272,VINDHYACHAL,BPL,ET
11301,UDYAN EXPRES,CSMT,SBC
11302,UDYAN EXP,SBC,CSMT
11303,HYB-KOP EXPR,HYB,KOP
11304,KOP-HYB EXPR,KOP,HYB
11307,GR-HYB- INTE,GR,HYB
11308,HYB-GR INTER,HYB,GR
11309,SUR-MRJ EXP,SUR,MRJ
11310,MRJ-SUR EXP,MRJ,SUR
11401,NANDIGRHAM E,CSMT,NGP
11402,NADHIGRAM EX,NGP,CSMT
11403,NGP-KOP EXPR,NGP,KOP
11404,KOP-NGP EXPR,KOP,NGP
11405,PUNE-AMRAVAT,PUNE,AMI
11406,AMRAVAI-PUNE,AMI,PUNE
11407,PUNE-LJN EXP,PUNE,LJN
11408,LJN-PUNE EXP,LJN,PUNE
11423,SUR HUBLI EX,SUR,UBL
11424,GDG-SUR EXPR,UBL,SUR
11447,SHAKTIPUNJ E,JBP,HWH
11448,SHAKTIPUNJ E,HWH,JBP
11449,JBP-SVDK EXP,JBP,SVDK
11450,SVDK-JBP EXP,SVDK,JBP
11463,SMNH-JBP EXP,SMNH,JBP
11464,JBP -SMNH EX,JBP,SMNH
11465,SMNH-JBP EXP,SMNH,JBP
11466,JBP-SMNH EXP,JBP,SMNH
11651,JBP-SGRL INT,JBP,SGRL
11652,SGRL-JBP INT,SGRL,JBP
11701,JBP-INDB INT,JBP,INDB
11702,INDB-JBP INT,INDB,JBP
11703,REWA-DADN  E,REWA,DADN
11704,INDB-REWA EX,DADN,REWA
11801,JHS-ETW EXPR,JHS,ETW
11802,ETW-JHS LINK,ETW,JHS
11901,MTJ-KKDE EXP,MTJ,KKDE
11902,KKDE-MTJ EXP,KKDE,MTJ
12001,BPL - NDLS S,HBJ,NDLS
12002,NDLS - BPL S,NDLS,HBJ
12003,LKO-NDLS SHA,LJN,NDLS
12004,NDLS-LKO SHA,NDLS,LJN
12005,NDLS-KLK- SH,NDLS,KLK
12006,KLK-NDLS SHA,KLK,NDLS
12007,MAS-MYS SHAT,MAS,MYS
12008,MYS-MAS SHAT,MYS,MAS
12009,SHATABDI EXP,BCT,ADI
12010,SHATABDI EXP,ADI,BCT
12011,NDLS-KLK SHA,NDLS,KLK
12012,KLK-NDLS SHA,KLK,NDLS
12013,NDLS-ASR SHA,NDLS,ASR
12014,ASR-NDLS SHA,ASR,NDLS
12015,NDLS-AII SHA,NDLS,AII
12016,AII-NDLS SHA,AII,NDLS
12017,NDLS-DDN SHA,NDLS,DDN
12018,DDN-NDLS SHA,DDN,NDLS
12019,HOWRAH RANCH,HWH,RNC
12020,RNC HWH SHAT,RNC,HWH
12021,HOWRAH-BARAB,HWH,BBN
12022,BARABIL-HOWR,BBN,HWH
12023,HOWRAH PATNA,HWH,PNBE
12024,PATNA HOWRAH,PNBE,HWH
12025,PUNE-SC SHAT,PUNE,SC
12026,SC-PUNE SHAT,SC,PUNE
12027,MAS-SBC SHAT,MAS,SBC
12028,SBC-MAS SHAT,SBC,MAS
12029,SWARNA SHATA,NDLS,ASR
12030,SWARNA SHATA,ASR,NDLS
12031,NDLS-ASR-SHA,NDLS,ASR
12032,ASR-NDLS SHA,ASR,NDLS
12033,CNB NDLS SHT,CNB,NDLS
12034,NDLS CNB SHA,NDLS,CNB
12035,JP AF SHATAB,JP,AF
12036,AF JP SHATAB,AF,JP
12037,NDLS-LDH SHA,NDLS,LDH
12038,LDH-NDLS SHA,LDH,NDLS
12039,KGM-NDLS SHA,KGM,NDLS
12040,NDLS-KGM SHA,NDLS,KGM
12041,HWH - NJP SH,HWH,NJP
12042,NJP - HWH SH,NJP,HWH
12043,NDLS-MOGA SH,NDLS,MOGA
12044,MOGA-NDLS SH,MOGA,NDLS
12045,NDLS-CDG SHA,NDLS,CDG
12046,CDG-NDLS SHA,CDG,NDLS
12047,BHATINDA SHA,NDLS,FZR
12048,NEW DELHI SH,FZR,NDLS
12049,GATIMAN EXPR,AGC,NZM
12050,GATIMAN EXPR,NZM,AGC
12051,JAN SHATABDI,DR,MAO
12052,MAO-DR JAN S,MAO,DR
12053,HW-ASR EXP,HW,ASR
12054,ASR-HW JAN S,ASR,HW
12055,DDN JANSHATA,NDLS,DDN
12056,NEWDELHI JAN,DDN,NDLS
12057,NDLS-NLDM- J,NDLS,UHL
12058,NDLS JANSHTB,UHL,NDLS
12059,NZM JAN SHAT,KOTA,NZM
12060,KOTA JANSHTB,NZM,KOTA
12061,JBP JANSHATA,HBJ,JBP
12062,HBJ JANSHATA,JBP,HBJ
12065,NZM JAN SHAT,AII,NZM
12066,AII JAN SHAT,NZM,AII
12067,JANSATABDI E,GHY,JTTN
12068,JANSATBDI EX,JTTN,GHY
12069,RIG - G JANS,RIG,G
12070,G - RIG JANS,G,RIG
12071,JANSHATABDI,DR,J
12072,JANSHATABDI,J,DR
12073,HWH-BBS JAN,HWH,BBS
12074,BBS-HWH JAN,BBS,HWH
12075,CLT - T VC J,CLT,TVC
12076,TVC - CLT JA,TVC,CLT
12077,MAS-BZA JAN,MAS,BZA
12078,BZA-MAS-JAN,BZA,MAS
12079,JANSHATABDI,SBC,UBL
12080,JAN SHATABDI,UBL,SBC
12081,CAN - TVC JA,CAN,TVC
12082,TVC - CAN JA,TVC,CAN
12083,MV-CBE JANSH,MV,CBE
12084,CBE-MV JAN S,CBE,MV
12085,GHY-DBRG SHA,GHY,DBRG
12086,DBRG-GHY SHA,DBRG,GHY
12087,NHLN - GHY S,NHLN,GHY
12088,GHY - NHLN S,GHY,NHLN
12101,JNANESWARI D,LTT,HWH
12102,JNANESWARISU,HWH,LTT
12103,PUNE-LKO EXP,PUNE,LJN
12104,LJN-PUNE EXP,LJN,PUNE
12105,VIDARBHA EXP,CSMT,G
12106,VIDARBHA EXP,G,CSMT
12107,LTT-LJN EXPR,LTT,LJN
12108,LJN-LTT EXPR,LJN,LTT
12109,PANCHAVATI E,CSMT,MMR
12110,PANCHAVTI EX,MMR,CSMT
12111,CSMT-AMI SF,CSMT,AMI
12112,AMI-CSMT SF,AMI,CSMT
12113,PUNE-NGP GAR,PUNE,NGP
12114,NGP-PUNE GAR,NGP,PUNE
12115,CSTM-SUR SID,CSMT,SUR
12116,SUR-CSMT SID,SUR,CSMT
12117,LTT MANMAD E,LTT,MMR
12118,MANMAD LTT E,MMR,LTT
12119,AMRAVATI-NGP,AMI,AJNI
12120,NGP-AMI EXPR,AJNI,AMI
12121,M P SMPRK KR,JBP,NZM
12122,M P S KRANTI,NZM,JBP
12123,DECCAN QUEEN,CSMT,PUNE
12124,DECCAN QUEEN,PUNE,CSMT
12125,PRAGATI EXPR,CSMT,PUNE
12126,PRAGATI EXPR,PUNE,CSMT
12127,INTERCITY EX,CSMT,PUNE
12128,INTERCITY EX,PUNE,CSMT
12129,AZAD HIND EX,PUNE,HWH
12130,HOWRAH PUNE,HWH,PUNE
12131,DR SAINAGAR,DR,SNSI
12132,SAINAGAR DR,SNSI,DR
12133,CSMT-MAJN EX,CSMT,MAJN
12134,MAJN-CSMT EX,MAJN,CSMT
12135,PUNE-NGP EXP,PUNE,NGP
12136,NGP-PUNE EXP,NGP,PUNE
12137,PUNJAB MAIL,CSMT,FZR
12138,PUNJAB MAIL,FZR,CSMT
12139,SEWAGRAM EXP,CSMT,NGP
12140,SEWAGRAM EXP,NGP,CSMT
12141,LTT-PPTA EXP,LTT,PPTA
12142,PPTA-LTT SF,PPTA,LTT
12143,LTT-SLN SF E,LTT,SLN
12144,SLN LTT SF S,SLN,LTT
12145,LTT-PURI WEE,LTT,PURI
12146,PURI-LTT WEE,PURI,LTT
12147,KOP-NZM EXPR,KOP,NZM
12148,NZM-KOP EXPR,NZM,KOP
12149,PUNE-DNR EXP,PUNE,DNR
12150,DNR-PUNE EXP,DNR,PUNE
12151,SAMARSATA EX,LTT,HWH
12152,HWH-LTT SAMR,HWH,LTT
12153,LTT-HBJ EXPR,LTT,HBJ
12154,HBJ-LTT EXPR,HBJ,LTT
12155,SHAN-E-BPL E,HBJ,NZM
12156,SHAN-E- BHOP,NZM,HBJ
12157,HUTATMA EXPR,PUNE,SUR
12158,HUTATMA EXPR,SUR,PUNE
12159,AMI- JBP SUF,AMI,JBP
12160,JBP-AMI  SUF,JBP,AMI
12161,LASHKAR EXPR,LTT,AGC
12162,LASHKAR EXPR,AGC,LTT
12163,CHENNAI EXPR,DR,MS
12164,CHENNAI EXP,MS,DR
12165,LTT BSB SUP,LTT,BSB
12166,BSB LTT SUP,BSB,LTT
12167,LTT(T)-BSB S,LTT,BSB
12168,BSB-LTT SF E,BSB,LTT
12169,SUR INTERCIT,PUNE,SUR
12170,PUNE INTERCI,SUR,PUNE
12171,LTT - HW SUP,LTT,HW
12172,HW - LTT SUP,HW,LTT
12173,LTT-CNB EXPR,LTT,PBH
12174,CNB-LTT EXPR,PBH,LTT
12175,CHAMBAL EXP,HWH,GWL
12176,CHAMBAL EXPR,GWL,HWH
12177,CHAMBAL EXP,HWH,MTJ
12178,CHAMBAL EXP,MTJ,HWH
12179,INTERCITY,LJN,AGC
12180,INTERCITY,AGC,LJN
12181,JBP-AII DAYO,JBP,AII
12182,AII-JBP DAYO,AII,JBP
12183,BPL-PBH SUF,BPL,PBH
12184,PBH-BPL SUF,PBH,BPL
12185,HBJ-REWA REW,HBJ,REWA
12186,REWA-HBJ REW,REWA,HBJ
12187,MUMBAI GARIB,JBP,CSMT
12188,JBP GARIB RA,CSMT,JBP
12189,JBP-NZM MAHA,JBP,NZM
12190,NZM-JBP MAHA,NZM,JBP
12191,SHRIDHAM SUP,NDLS,JBP
12192,JBP-NDLS SUF,JBP,NDLS
12193,YPR-JBP WEEK,YPR,JBP
12194,JBP-YPR WEEK,JBP,YPR
12195,AF-AII INTER,AF,AII
12196,AII-AF INTER,AII,AF
12197,BPL-GWL-INTE,BPL,GWL
12198,GWL-BPL-INTE,GWL,BPL
12201,KCVL GARIB R,LTT,KCVL
12202,LTT GARIB RA,KCVL,LTT
12203,GARIB RATH,SHC,ASR
12204,GRIB RATH,ASR,SHC
12205,NANDA DEVI E,NDLS,DDN
12206,NANDA DEVI E,DDN,NDLS
12207,KGM-JAT GARI,KGM,JAT
12208,JAT-KGM GARI,JAT,KGM
12209,CNB-KGM GARI,CNB,KGM
12210,KGM-CNB GARI,KGM,CNB
12211,MFP-ANVT GAR,MFP,ANVT
12212,ANVT-MFP GAR,ANVT,MFP
12213,DEE-YPR DURA,YPR,DEE
